,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,cluster,class
350,259,1.095067418,-0.014392712,1.408552105,1.266545955,-0.944750549,0.029577856,-0.598514656,0.175290621,0.48523098,-0.059239308,1.2399886,1.703944421,0.789333518,-0.325086572,-0.633020578,0.174004833,-0.474895384,0.259108435,-0.004693564,-0.072112865,0.01310708,0.248009414,-0.002563725,0.570099686,0.387136518,-0.442319387,0.074530611,0.03221469,9.99,0,0,4
355,260,1.075229011,-0.335339468,1.680467942,1.192098388,-1.270530762,0.313498288,-0.871024862,0.235401729,1.315260839,-0.478206972,-0.370612661,1.506748861,0.848506498,-1.067779363,-1.105966076,-0.941599861,0.710495612,-1.057347979,-0.295389514,-0.113252987,0.092929517,0.815226885,-0.05455139,0.731148708,0.431464973,0.580189202,0.062528164,0.025628072,5.46,0,0,4
360,265,-0.491003017,0.906952627,1.64542282,-0.083531102,-0.195560099,-0.710165001,0.559118538,0.116340251,-0.538190204,-0.122023317,1.332970731,0.241547185,-0.960824737,0.526002679,0.229368243,0.377199881,-0.520008383,0.186335972,0.230867162,0.062756674,-0.168067297,-0.517387141,0.018650212,0.491651648,-0.277795388,0.043840861,0.253371622,0.111749327,9.03,0,0,4
365,267,0.992495952,-0.658003087,1.028642552,0.333157076,-1.234309922,-0.322445469,-0.445253089,-0.021940902,1.067243685,-0.529322851,-0.655786828,1.018700178,0.822717545,-0.694579172,-0.378883778,-0.142589557,0.09894836,-0.715780302,0.425629535,0.20735339,-0.155753772,-0.405975849,-0.030386114,0.495300566,0.123243811,0.927555107,-0.049838385,0.035965284,122.36,0,0,4
370,270,-1.35693549,0.033723808,1.874195372,-1.469101628,-3.125908514,1.677055509,-4.925568043,-7.494657608,-1.278469578,-1.118778465,-1.777744782,-0.233932474,-1.835762022,-0.187562487,-2.594957385,-0.438051331,1.682071354,-0.129589298,-0.924228731,1.394631033,-4.134607658,0.864377541,0.153498688,0.669048805,1.108159478,-0.120671274,0.043392835,0.237635653,52.95,0,0,4
375,273,-0.79297044,0.273688003,2.612040285,1.213495051,-0.225014754,-0.594575429,-0.250743985,0.162628107,0.038632593,-0.401649703,-0.485772083,0.156502666,-0.009438656,-0.224336144,0.761460832,-0.22681814,0.002773652,0.218880553,0.377095265,0.145012028,0.136199842,0.38114011,-0.020689143,0.706052983,-0.234171822,-0.377185425,0.164555212,0.155041967,6.51,0,0,4
380,279,-0.85706252,0.204627008,2.186984767,-0.04558938,0.472689256,-0.187450055,0.435892422,0.010475129,-0.182090531,-0.369532838,0.599525509,0.285635911,-0.803135139,-0.103033292,-0.835167712,-0.084479034,-0.353418014,0.105380713,0.928780621,0.175356396,-0.237292728,-0.61172404,-0.190795744,0.003335622,0.212665732,0.29566419,-0.175260143,-0.165614292,19.29,0,0,4
385,282,-0.426029991,1.04118389,1.063793175,-0.407920575,0.077615125,-0.810862242,0.620734095,-1.048588849,-0.416712414,-0.5752461,-0.465570977,0.662807869,0.974220943,-0.156006298,-0.253610097,-0.434466385,0.066692182,-0.720718703,0.415395581,-0.139565465,0.758833898,-0.107203543,-0.139569167,0.500354815,0.165606516,1.052250429,-0.024388206,0.008397503,2.0,0,0,4
390,284,-0.942623063,0.657317958,1.191544384,1.326497095,0.97674498,-0.832970032,0.238932868,0.163401503,-0.584980704,-0.789639334,-0.144501037,-1.445161039,-2.115885112,-0.617131929,1.966837316,-0.203704314,1.500691702,0.586786087,0.27146639,0.115262873,0.062165439,-0.016076486,-0.236314329,-0.08280197,0.357494184,-0.110529973,0.080795718,0.113264048,1.0,0,0,4
395,287,1.030071604,-0.295088479,-0.109923644,0.071539651,-0.318253285,-0.912975895,0.431930061,-0.302890543,-0.044433218,-0.229745064,-0.498113967,0.318527983,0.521522276,0.316361182,1.000954514,0.401468724,-0.457092944,-0.866847931,0.405462113,0.279360756,-0.458490415,-1.726680216,0.087428919,-0.108541359,-0.023411412,0.525920564,-0.120269108,0.031205235,160.0,0,0,4
400,290,-0.695817815,0.581772529,2.378179546,0.063395956,0.329118684,-0.449864545,1.269103905,-0.758362745,0.381712456,0.11701431,-0.611313802,-0.48248273,-0.778519616,-0.749911662,-0.170637259,-0.650813402,-0.19768757,-0.561825384,0.501290063,0.067065213,-0.327947555,-0.369682605,-0.426986977,0.420169622,0.235207358,0.194956559,-0.708471174,-0.621218517,30.5,0,0,4
405,292,1.252189247,-0.1267791,0.280285135,0.57941553,-0.374124541,-0.215216606,-0.193078227,0.011075667,0.770448146,-0.197201332,-1.577764431,-0.377882317,-0.9893818,0.052591617,0.055325179,0.118796031,-0.229318028,-0.336749759,0.572051216,-0.122254803,-0.360295914,-0.959572559,-0.023837398,-0.462200767,0.381732376,0.340517502,-0.034929231,0.007524882,23.88,0,0,4
410,297,1.171487938,0.111366524,0.358993728,0.210843613,-0.560816078,-1.408542432,0.35458449,-0.353311276,-0.118270105,-0.226567181,0.309148612,0.849664697,0.795538192,0.269098467,0.902375108,0.073092262,-0.193528125,-1.161157825,0.121038185,0.058719037,-0.454727402,-1.451831422,0.265728759,0.715639989,-0.033476548,0.285188411,-0.080931336,0.024925088,54.75,0,0,4
415,300,0.007042537,1.239504445,0.417049708,0.530003503,0.942324174,-0.559967831,1.50298129,-0.751562588,0.012712703,1.619207849,1.237695814,0.44613082,0.156190261,-0.152586462,0.076427714,-0.57106063,-0.860983641,0.32983069,0.744637433,0.557375288,-0.046722255,0.720869895,-0.141872911,0.019747228,-0.665861186,-0.489939811,0.157919475,-0.332123189,1.91,0,0,4
420,304,1.049639387,0.066437056,0.05921258,0.285469339,0.635753535,1.473073657,-0.37699315,0.579044737,-0.182239905,-0.297006898,2.247481377,1.047907512,-0.137403399,0.061752914,1.536167376,-0.481417415,0.841496878,-1.606821042,-1.332231397,-0.212006015,-0.14113681,-0.304711737,0.206104572,-1.397546966,-0.093121026,0.22711506,0.042339963,0.001972466,1.98,0,0,4
425,309,1.239526145,0.602892211,-0.257987469,1.319580503,-0.050804597,-1.216527812,0.235433914,-0.192577121,0.056127318,-0.539113725,-0.11782508,-0.538678061,-0.936744767,-0.872396827,1.158781168,0.548128607,0.7231279,0.578881579,-0.574887985,-0.163519697,-0.062741556,-0.153895059,-0.108973094,0.246564817,0.661411762,-0.324202307,0.025959731,0.049253897,1.0,0,0,4
430,311,1.090348628,-0.270145648,1.235910645,0.702070766,-0.856229171,0.485168554,-0.804133733,0.359129905,0.673893646,-0.115228174,1.178923569,1.192034978,-0.102568517,-0.172839145,-0.244323224,0.069196556,-0.144427638,-0.183645837,-0.109383536,-0.119165021,-0.011401814,0.152460567,0.046069796,0.052707338,0.149042153,0.329247897,0.028873279,0.013953986,11.5,0,0,4
435,313,-0.907420424,1.103911837,1.288489227,1.243611848,-0.068031605,0.214040128,0.32400012,0.436037213,-0.437408891,0.17931799,1.122281558,0.702855841,-0.757837178,0.398639587,-0.435503484,-1.026095104,0.538793315,-0.183179502,0.949006459,0.028250807,0.02251955,0.399523454,-0.049080542,0.220258114,-0.162924387,-0.286993559,0.015071072,-0.104667534,15.08,0,0,4
440,317,-0.37848943,0.532042624,1.498352119,-1.451159064,0.245405306,-0.648925483,0.849374844,-0.159858943,-0.194441752,-0.48410267,0.810990328,-0.157169405,-1.176986035,0.277482371,-0.15282322,0.720353629,-1.029283372,0.293594894,-0.194586732,-0.088347117,-0.036824549,-0.083854728,-0.184519247,0.032644744,-0.396424446,0.72285432,-0.165667437,-0.124330787,7.69,0,0,4
445,323,-0.704133362,0.341397056,1.740026865,-1.661594963,0.872313095,-0.007310804,0.923083313,-0.575938518,0.447696788,0.264464751,0.302329167,-0.589641284,-0.979095994,-0.414870005,0.227650953,0.863538644,-1.560955111,0.570081621,0.26259684,0.018388713,-0.206984115,-0.321045184,-0.334626466,-0.813176252,-0.265089437,0.68904316,-0.904112857,-0.579831489,0.77,0,0,4
450,328,-4.236419437,-4.459784208,1.381813308,1.117079984,6.044486324,-3.498447175,-2.740892495,0.372155022,-0.214338183,-0.242299844,-1.681844221,0.605227562,1.702995485,0.07545789,0.56515746,0.515252809,-1.184630764,0.381559087,-0.280158913,1.394093411,0.397071817,-0.432517322,0.612506739,-1.016361972,0.63037256,-0.498140915,-0.094774489,0.208038267,2.5,0,0,4
455,333,-2.977213708,0.781747655,2.881723998,-1.627798168,-1.368067062,1.656876386,-1.185052951,-5.393736022,1.719406875,2.372954645,0.710988574,0.989775451,-0.108996728,-2.461600085,-2.820860867,-2.15110216,0.186714167,1.039261204,-0.477813538,-0.879343727,3.656428393,-1.92918133,0.190842644,0.533133883,0.296772876,0.890103553,-0.123225144,-0.543749903,75.0,0,0,4
460,339,0.503301988,0.93006514,-0.857525172,2.042940116,-1.505946391,-1.000184562,-1.991363333,0.460576747,-1.124101167,-1.974616962,2.946062812,-2.149863054,-0.646459994,-2.238830945,0.291703947,-2.21330281,-5.400014373,-1.445388781,0.368060111,0.166740829,0.379924772,-0.062191121,-0.012186973,0.479787698,0.531946546,-0.441322929,0.460792336,0.219985375,2.0,0,0,4
465,341,1.021665092,0.11057523,0.449479939,1.041424036,-0.213918613,-0.230678545,0.102705847,0.038497306,-0.319166006,0.076002919,1.805147524,1.255820937,0.173115239,0.558926834,0.443839463,-0.032558611,-0.348034416,-0.377364643,-0.443546588,-0.03309198,-0.043694069,-0.234765199,0.032891088,0.198345136,0.330583923,-0.559348705,0.022827897,0.025341789,62.63,0,0,4
470,346,-0.928193196,0.671758012,1.924615958,0.273754663,1.041108482,0.136930115,0.361483192,0.143336968,-0.682134253,-0.650820411,-0.789520226,0.429949661,1.441283484,-0.130724906,1.209469053,0.11751407,-0.576289738,-0.331699927,-0.162684482,0.163521074,-0.115034384,-0.424493888,-0.194916247,-0.783830053,0.310156308,-0.512783097,0.084721084,0.082172614,5.0,0,0,4
475,352,-0.703183201,1.210704416,0.713730882,1.146380787,0.196790068,0.468059751,0.204977374,0.627388835,-0.296261347,-0.309000902,-1.645999365,-0.351982851,-0.683077622,0.429833357,0.320010811,-0.819032099,0.536239037,-0.27700935,1.038315088,0.015528735,-0.052939376,0.044338996,-0.184853448,-0.77643909,0.021547683,-0.166426753,0.29789193,0.128380902,13.99,0,0,4
480,354,-0.687099303,0.790436271,2.242424323,2.40646163,0.359711755,0.27941029,0.103677152,0.399071184,-1.518732762,0.601268282,1.389774451,-0.191892727,-1.2790756,0.680096416,0.689691525,0.276206191,-0.089012211,-0.065771943,0.079882172,0.056870574,-0.146194339,-0.702302599,0.088038449,0.138006041,-0.12955253,-0.141250331,-0.011385503,-0.006343763,11.38,0,0,4
485,356,1.021392475,0.155450972,-0.312290951,0.961407336,0.548611312,0.12181627,0.525318015,-0.053891261,-0.686867335,0.113058508,1.158622836,1.306475335,0.910990895,0.581981858,0.186329578,0.022028915,-0.608528361,-0.502009344,0.002491838,0.114202252,-0.22476171,-0.850712083,-0.07784541,-0.679774835,0.484478365,-0.605930143,-0.005453605,0.019392433,105.87,0,0,4
490,359,1.261597302,0.256345955,0.513253571,0.619053787,-0.472481832,-0.98934209,0.065431086,-0.20878137,0.035924427,-0.067307393,-0.208956269,0.401118985,0.378213343,0.226503324,1.025236262,0.301024823,-0.42812408,-0.548734615,-0.117592719,-0.09014955,-0.2573051,-0.739810347,0.135646221,0.376418405,0.220319811,0.094705872,-0.028558877,0.019022735,1.29,0,0,4
495,365,-1.20943716,0.949446219,-0.429811066,-2.640093521,2.601386808,3.056965536,0.473494762,0.280729186,0.853043393,1.023892724,0.025354554,-0.386034224,-0.16159745,-0.558824188,0.714131154,0.553552719,-1.393507597,-0.123716655,-0.369462645,0.410370345,-0.214919579,-0.449815405,-0.088677129,1.030439176,-0.048967372,0.671978938,-0.612153238,-0.224000086,0.68,0,0,4
500,368,-0.409899593,1.183087565,1.598967048,0.353088354,0.30971002,-0.312399992,0.707197413,-0.04320649,-0.892868987,-0.684800184,0.237011018,0.513399774,1.258257779,-0.521488332,1.403897714,-0.243457561,0.491733589,-0.618058044,0.293941889,0.117258109,-0.163370812,-0.396155273,-0.069497774,0.069734973,-0.298406889,0.199188201,0.099692434,0.118617202,1.98,0,0,4
505,373,1.149246403,0.018358286,0.430439507,0.537502628,-0.430753531,-0.394698516,-0.151398394,0.135031481,-0.00495869,0.113950212,1.559069299,0.26760171,-1.601212165,0.853251517,0.653695377,0.128873171,-0.174429639,-0.343327425,-0.243970218,-0.219043558,-0.124932401,-0.449759669,0.135781046,0.185129747,0.129061898,0.177780055,-0.034564615,0.001486565,10.29,0,0,4
510,376,0.894056208,-0.031001188,1.514664684,2.587276188,-0.22269261,1.987772117,-0.922106337,0.782939571,0.181509785,0.31834469,0.168810156,0.253735584,-0.832725752,-0.124440102,0.845365229,-0.703991352,0.949885719,-2.157623704,-2.514420273,-0.335482519,0.052818857,0.394703474,0.212675942,-0.654427783,-0.089633463,0.066053636,0.107787401,0.024675576,11.39,0,0,4
515,380,1.158923163,0.165064337,0.507315636,0.456052013,-0.193599919,-0.180777006,-0.070487454,0.046688089,-0.302918165,0.038972802,1.796798502,1.436893006,0.765249442,0.355946894,0.523827759,0.182450393,-0.427411971,-0.561432504,-0.193424973,-0.061765333,-0.16691468,-0.476945515,0.139459954,0.028225049,0.130464202,0.104224546,-0.014328741,0.008025591,9.99,0,0,4
520,386,1.213135839,0.462142518,0.664599346,1.301135304,-0.407415561,-0.994124679,0.180625573,-0.27903503,-0.216489299,0.016011579,0.124779978,1.049709455,1.424610253,0.034876329,0.794658354,0.039519296,-0.455406937,-0.358971564,-0.605013173,-0.065426186,0.069833701,0.318993674,-0.048025666,0.758935862,0.616220732,-0.354056706,0.032491644,0.030264168,1.0,0,0,4
525,389,-1.581926725,1.754753199,0.796003311,-0.558083886,0.302975097,-0.068701426,0.776211003,-0.057165218,1.03610372,1.9311623,1.466219837,-0.359799506,-1.519401377,-0.759087603,0.79161053,0.167180503,-0.259399468,0.053381282,-0.19661855,0.908321869,-0.511518027,-0.729446154,-0.029176613,-0.430327782,-0.012086274,0.080317898,0.54010667,0.034934173,8.93,0,0,4
530,394,1.293053468,0.457969173,-1.940450108,0.173148862,2.609569767,3.014117069,-0.269414758,0.754420441,-0.221009097,-0.62079986,0.348748433,-0.296104948,-0.118735703,-1.192582007,1.278393499,0.923267817,0.39537938,1.039037697,-0.252923896,0.025020076,-0.121125632,-0.427753296,-0.159335695,0.857134711,0.850054899,-0.311685063,0.037536213,0.05061751,1.0,0,0,4
535,403,0.699598576,-2.631727446,0.661576193,-0.70725367,-2.260999627,0.360969495,-1.069656313,-0.053544101,-0.833646959,0.915354738,-1.527099037,-0.013669035,1.594933946,-1.467208744,-1.417228304,-0.877217761,0.893238358,0.035657718,0.248351812,0.54091187,0.04988157,0.068132256,-0.499373166,-0.028742689,0.460852497,-0.003403139,0.020448698,0.092993878,411.88,0,1,2
540,406,-0.814053959,1.538221557,1.115689964,-0.051666805,0.092334157,-1.013397879,0.748850874,-0.124813888,-0.20740695,0.072841729,0.058284527,0.639903035,1.428942001,-0.830482497,0.782317854,0.278964106,-0.083626315,-0.333308043,-0.158428708,0.445198938,-0.311451579,-0.627543769,-0.016468582,0.363402524,-0.014631082,0.076914148,0.467478413,0.22812287,1.98,0,0,4
545,409,-0.544922216,0.595407358,1.813260912,-1.344669741,0.016864248,-0.601397515,0.660875856,-0.058977945,0.317033236,-0.523190104,-0.386483889,-0.716843483,-1.307211536,0.018265901,0.926463709,0.282247864,-0.427226014,-0.671667526,-1.032118142,-0.016848168,-0.123047852,-0.1482281,-0.07607547,0.074036189,-0.486633189,0.724548696,0.104294235,-0.055109568,0.77,0,0,4
550,411,-0.566531106,-0.057728162,-0.825120879,-1.040221909,1.059728215,3.811274316,0.066048267,1.280203594,-0.504435115,-0.67368984,-0.315523238,-0.168854562,0.228238621,0.473810192,1.478095923,0.629533153,-0.526696834,0.537550532,0.919496744,0.560386341,0.208875221,-0.046195216,0.567673025,1.039252551,-0.371477172,0.997042614,-0.19883653,-0.019047225,235.7,0,0,4
555,414,-0.376162266,0.460564985,1.686272992,1.30037893,0.192392512,0.205984515,0.55436679,0.095976987,-0.210761006,0.143518094,0.969152548,-0.299821115,-2.401077746,0.480956261,-0.247237245,-1.058838372,0.470259235,9.22e-05,0.97722597,0.010520607,0.030857721,0.301531822,-0.072866985,0.178562454,-0.344147633,-0.301680946,-7.11e-05,-0.083202228,29.99,0,0,4
560,417,-0.791993075,1.054006615,-0.110012028,-1.23418578,2.751354913,3.443063879,0.055313397,-0.105660373,-0.306074407,-0.094230469,0.053637868,-0.39176845,-0.139360354,-0.446063692,1.113755325,0.585026641,-0.514388812,0.322606913,0.339455053,0.111574714,0.425087977,-1.178828689,-0.032154269,0.92839378,-0.128565932,0.04629914,0.069744835,-0.037620839,0.89,0,0,4
565,423,1.174845814,-0.09710484,-0.361082798,0.914490346,0.594571029,1.106664149,-0.114835384,0.307649854,0.347845734,0.069757226,-0.609834672,-0.059615684,-1.242260198,0.432566819,-0.518048386,0.043840929,-0.537445239,0.251097124,0.570590286,-0.138106426,-0.157769451,-0.388798487,-0.303408408,-1.737287571,0.805329462,-0.221754615,0.018557919,-0.008569909,43.34,0,0,4
570,427,-0.847311956,0.854261495,0.338816153,0.890136674,0.804751466,1.165501351,-0.081408011,0.879014031,-0.394737112,-0.111114117,-0.841302647,-0.240613257,-1.170181201,0.699976845,-0.242779511,-0.336723182,-0.000298333,0.583674238,1.664117175,0.081904342,-0.046690192,-0.075300882,-0.30847905,-1.733136733,0.087036234,-0.129208942,0.294333957,0.071198099,11.36,0,0,4
575,430,-1.860257692,-0.62985892,0.966570448,0.844632076,0.759982662,-1.481172903,-0.509681452,0.540722085,-0.733623388,-0.371621504,0.859741162,0.37260884,-1.240184766,0.998391329,-0.346387125,-0.391678583,0.348289432,0.282124766,1.165893165,0.320449625,0.268027796,0.125515236,-0.225028535,0.586664443,-0.031598082,0.570168024,-0.043007486,-0.22373948,0.0,0,0,4
580,433,-0.579830914,0.885570271,0.730110833,0.756646788,0.636427471,-0.455796708,0.825371405,-0.18867795,-0.873479111,0.23043449,0.987815811,0.806197026,0.571751968,0.423297097,0.122798032,-0.194667422,-0.56677727,0.475025433,0.917322067,-0.034864267,0.178555191,0.511952382,-0.129812901,0.031972454,-0.460444847,-0.435318666,-0.073063624,0.246336306,34.27,0,0,4
585,438,1.287086796,-0.392364105,0.513359804,-1.237321915,-0.402555693,0.474908019,-0.793082017,0.146590333,1.676342149,-1.089981154,-1.053329656,0.91300034,1.741552097,-0.418637364,2.45109142,0.102132451,-0.824644922,0.58823897,0.278219131,0.015737001,0.220590211,0.90136048,-0.276483934,-1.249997022,0.646934733,-0.440129994,0.127178484,0.027224189,8.49,0,0,4
590,442,-0.627616604,0.841973755,0.840727941,-1.351059291,0.182650198,-0.484541136,0.465109911,0.181787935,-0.074016234,-0.774766938,-0.766203498,-0.093228403,-0.021442939,0.156260711,0.677262209,0.382874055,-0.470945218,-0.710725214,-0.847331912,-0.215993808,-0.022654182,-0.101469263,-0.083594161,-0.387957909,-0.298916136,0.771189614,-0.467112727,-0.27108443,2.23,0,0,1
595,446,1.063317136,-0.795950552,1.268758719,0.646969513,-1.420886231,0.438476165,-1.104652827,0.370816662,-0.492432437,0.848072167,1.015804719,0.331884964,-0.849556126,0.083997348,0.081860961,-1.301215728,0.009884154,1.505688522,-1.319173115,-0.520121074,-0.272118839,-0.356985567,0.093598869,0.157000597,0.082894975,-0.399380833,0.087401897,0.039421401,64.0,0,0,1
600,453,1.072205481,-0.253477795,0.802396579,0.379596205,-0.936342944,-0.760366048,-0.214656568,-0.132001107,0.390459764,-0.228890579,-0.186383825,0.521914196,0.715925311,-0.04046025,1.325213549,0.534587008,-0.524414678,-0.227067511,-0.222792973,0.137672055,-0.036784972,-0.270993864,0.018831178,0.438929543,0.099047594,0.435283168,-0.036979316,0.038834685,92.91,0,0,1
605,458,1.217092392,-0.185347265,-0.34300089,0.087359307,1.584355828,3.849896526,-1.112153562,1.037267623,0.356591773,0.056661405,-0.222468704,0.044351756,0.19501844,0.074010527,1.587307649,1.008702851,-1.214905223,0.796282988,-0.344376814,0.024228166,0.070683009,0.083822415,-0.055255529,0.995397594,0.50206238,-0.332054748,0.065467667,0.03540578,13.0,0,0,1
610,460,-2.4002607,-1.383753644,1.61015057,-2.452648773,-0.592391692,-0.041593492,-0.554246548,0.090479125,-1.85285952,1.689143393,1.006714441,-0.585982253,0.456055352,-0.726728834,0.023941397,0.067992058,-0.031857859,0.496252941,-0.80427288,-0.69353715,-0.223479925,0.484415963,0.31886613,-0.326228443,0.587977512,-0.126953962,0.123829712,0.485188936,79.0,0,0,1
615,463,-0.634596978,0.866354365,1.123836027,-0.304041138,1.173910353,0.257117549,0.754324791,0.171735204,-0.825981,-0.531057505,0.549388754,0.598608608,0.313813741,0.354547923,-0.156778172,0.328550852,-0.983932654,0.23590588,-0.630727658,-0.10523931,0.160462973,0.422873291,-0.353720811,-0.847192435,0.206896351,-0.436112266,0.110134095,0.102260716,1.0,0,0,1
620,471,1.377497103,-0.662564629,-0.13014904,-0.562680169,-0.832895167,-0.910753853,-0.327043249,-0.201708727,-0.523052865,0.606910644,-1.054682151,-1.360771315,-1.342495781,0.06881174,-0.045773648,0.70045689,0.573050558,-1.365161364,0.947649981,0.042620403,0.133023466,0.287920729,-0.224324758,0.052895872,0.775264862,-0.042444942,-0.026106799,0.003801333,48.0,0,0,1
625,476,-0.867554211,-0.418633339,2.294926687,0.219869661,-0.085820323,-0.839204426,-0.724947469,0.221811954,0.423738134,-0.431875703,-0.867638465,-0.486136976,-0.799464938,-0.169084911,0.963012476,0.013252479,0.072862162,0.287711892,0.788588033,0.226694126,0.23130635,0.547469818,-0.001608179,0.461130993,-0.504833532,1.146691714,0.061651021,0.146243502,1.0,0,0,1
630,479,-2.441347925,1.688816184,0.639921516,-0.776735225,-0.30587548,0.491953937,-1.354830269,-3.210163802,0.086985557,-0.34752777,0.85616873,0.88782456,-1.212896795,0.761376885,-0.739470202,0.112565349,0.276850842,-0.333602803,-0.359222014,-1.097258035,3.700292617,-1.575039718,0.365757928,-0.041458696,-0.26809398,0.343263149,0.453533247,0.032874089,1.0,0,0,1
635,483,1.039673932,-0.329295605,1.073431252,1.547480277,-0.595509891,1.0909697,-0.703762628,0.511730095,1.176991531,-0.22026736,0.113149673,0.986915066,-1.375333303,-0.347843185,-2.260051576,-0.802281887,0.466460194,-0.616351615,0.591883086,-0.236055894,-0.391770227,-0.761527649,0.035646187,-0.329861818,0.399210416,-0.50425953,0.078070407,0.014682973,20.74,0,0,1
640,484,1.060623411,0.077500259,-0.049338106,0.546163026,0.00483098,-0.732323324,0.547011999,-0.275000086,-0.374238867,-0.176166658,0.210357696,0.977909448,1.163019415,0.304780439,0.898922363,-0.307363095,-0.032708182,-1.451617634,-0.287767944,0.127655243,-0.286497225,-0.98223856,0.080481578,0.097460479,0.217020501,0.154498542,-0.057597595,0.024726539,99.9,0,0,1
645,489,-0.932348621,0.789122701,0.534111141,1.140723639,-0.448967486,-0.2885264,1.072543146,0.118514794,-0.152882826,-0.033481563,-0.482042589,-0.31540602,-1.21882014,0.505762003,0.45644113,-1.041383011,0.600218147,-0.563253261,0.193949637,-0.099107931,0.09253249,0.662627196,0.31925625,0.397954953,-0.454036574,-0.338746473,0.134917436,-0.094342022,139.75,0,0,1
650,491,1.130024118,-0.060943604,0.662073541,1.033989573,-0.441559628,0.310186607,-0.559948263,0.349135914,0.332922119,0.220885631,0.826772769,-0.257591051,-1.961189479,0.728867458,1.004104679,0.527213535,-0.58340965,0.631456971,-0.57333443,-0.258809676,0.195852287,0.511310153,-0.10045732,-0.34429812,0.420078746,-0.213097081,0.040657646,0.010598543,10.0,0,0,1
655,496,-0.606284096,-0.090111801,2.012027495,0.352728129,-0.210153545,0.513718707,-0.496402335,0.379687144,-1.663989823,0.767277794,0.743763824,-0.250209455,-0.405640225,0.312432885,1.09089764,-1.509168915,-0.009482923,2.107139458,-0.172340891,-0.250195884,-0.065436017,0.148714747,-0.06019846,-0.356964714,-0.213995718,-0.143623641,0.167360122,0.122289517,29.0,0,0,1
660,499,1.255439288,0.307728904,0.292700171,0.699873128,-0.428875629,-1.088456119,0.043839902,-0.167738709,0.128854075,-0.264061677,-0.174507539,-0.10353665,-0.410712665,-0.160752586,1.163807699,0.508362126,0.031182516,-0.221104856,-0.194241238,-0.121156186,-0.294795249,-0.882126483,0.136845911,0.327949457,0.19445948,0.096515599,-0.027271106,0.029491255,1.98,0,0,1
665,503,0.860544593,-0.747804385,-0.955150631,-1.124055538,0.186536255,-0.385942163,0.703442955,-0.282689455,0.482599987,-0.935486338,0.655059179,1.618951052,1.38109369,0.509031304,0.724308923,-0.143893963,-0.912888945,0.290345161,1.51673603,0.546757112,-0.236278898,-1.185202653,-0.329843656,-1.027355117,0.613308447,-0.979856894,-0.018398347,0.046620973,268.93,0,1,1
670,509,-0.152397474,-0.74811446,1.659570609,-2.160601436,-1.448593822,0.558853954,-0.27435245,0.010158951,-1.964294835,1.413107795,0.792023337,-1.533674648,-1.153453822,-0.339869906,0.434199204,-0.216220454,0.259931471,0.801995614,-0.237417766,-0.321139397,0.004381555,0.474039355,-0.084318974,-0.353695124,-0.226043957,-0.143998767,-0.173635182,-0.241562954,114.0,0,0,1
675,511,-0.25996089,0.998645786,1.437974634,0.038031353,0.125405256,-0.957775359,0.899757796,-0.270158696,-0.186834244,-0.291502974,-0.191254239,-0.391187004,-0.323257609,-0.554284134,0.970133367,0.319800381,-0.071469772,-0.113045968,-0.085893058,0.171634954,-0.316534843,-0.69753402,-0.035227576,0.322387428,-0.198796568,0.044629923,0.077317705,-0.125134869,8.93,0,0,1
680,513,0.166862234,1.667709184,-2.095558662,1.835206043,0.876544698,-1.481720551,-0.323575309,-2.866381524,-0.573338456,-1.838309835,0.473700797,-0.860334859,-1.247989675,-2.921127892,1.105823277,1.0635578,3.006908567,1.67817505,-0.516481336,0.491173419,-1.383097788,0.207548689,0.550348381,-0.006634696,-0.554034464,-0.421467746,0.007827453,-0.039903618,1.0,0,0,1
685,517,-0.639473906,-0.048354975,2.452755224,0.310804364,-0.430963164,-0.290032311,0.166889072,0.006195711,0.651674505,-0.466609049,-1.048270751,-0.628606287,-1.283471335,-0.433538272,0.134556611,0.01136742,-0.18928884,0.107167926,0.14740968,0.14420603,0.004189453,0.110846635,0.057007788,0.389170966,-0.449642352,0.218185573,-0.067663786,-0.073760456,59.9,0,0,1
690,522,-0.608941396,0.961271047,0.978329579,-0.375419712,0.955269567,-0.111386331,1.145462274,-0.070022903,-0.523789728,-0.775378534,-1.907529602,-0.605586853,0.06594749,0.167036522,0.321341488,0.665199045,-1.222324026,0.403861746,-0.503846096,-0.045864514,0.034309208,-0.010382701,-0.425614739,-1.022447628,0.613097884,-0.401181102,0.051355933,0.083632493,39.05,0,0,1
695,525,1.089846258,-0.602779584,0.924389347,-0.0770385,-1.275907271,-0.420567142,-0.634844057,0.118674459,0.838481454,-0.230708526,1.120999843,0.824766092,-0.703517201,-0.039087335,-0.446295786,0.174678978,-0.118278753,0.121266968,0.495021596,0.012891371,0.112487796,0.364386099,-0.087886252,0.644572121,0.192433295,1.421351596,-0.084481019,0.003383413,59.9,0,0,1
700,530,1.255931495,0.317615094,0.293256411,0.697224133,-0.413810489,-1.081985686,0.053118707,-0.17525237,0.108261669,-0.268121739,-0.155847861,-0.031702099,-0.271230586,-0.18865066,1.149016342,0.503482633,0.021250823,-0.23628863,-0.193085692,-0.112101991,-0.293567431,-0.871804345,0.134497658,0.326186065,0.199886363,0.096395433,-0.026372899,0.029732476,1.98,0,0,1
